permit_type,permit_type_desc,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,property_legal_description,applied_date,issued_date,day_issued,calendar_year_issued,fiscal_year_issued,issuance_method,status_current,status_date,expires_date,completed_date,original_address_1,original_city,original_state,original_zip,latitude,longitude,location
EP,Electrical Permit,2015-151548 EP,Residential,Renovations/Remodel,Addition and Remodel,No,3303 LARRY LN,partial demoexpanding living area and adding new master bedroom and bath,LOT 11 BLK B OLT 3234 DIV C MCQUOWN A N SUBD,10/26/15,1/19/16,TUESDAY,2016,2016,Permit Center,Final,9/22/16,9/22/16,9/22/16,3303 LARRY LN,EAST AUSTIN,TX,78722,30.287093900000002,-97.71316189,"(30.2870939, -97.71316189)"
PP,Plumbing Permit,2015-151548 PP,Residential,Renovations/Remodel,Addition and Remodel,No,3303 LARRY LN,partial demoexpanding living area and adding new master bedroom and bath,LOT 11 BLK B OLT 3234 DIV C MCQUOWN A N SUBD,10/26/15,2/18/16,THURSDAY,2016,2016,Permit Center,Final,7/19/16,7/19/16,7/19/16,3303 LARRY LN,EAST AUSTIN,TX,78722,30.287093900000002,-97.71316189,"(30.2870939, -97.71316189)"
PP,Plumbing Permit,2015-151789 PP,Residential,Residential,Repair,No,3014 E 17TH ST,Austin Water Violation Plumbing Permit,LOT 18 BLK 3 OLT 27 DIV B MCKINLEY HEIGHTS NO 3,12/22/15,4/22/16,FRIDAY,2016,2016,Permit Center,Final,6/22/16,6/22/16,6/22/16,3014 E 17TH ST,EAST AUSTIN,TX,78702,30.28039082,-97.70400811,"(30.28039082, -97.70400811)"
BP,Building Permit,2015-152419 BP,Residential,Residential,New,No,1310 CEDAR AVE  SECONDARY,New secondary apartment to have 2 bedrooms 2 bathrooms attached 1car carport with deck above and a covered entry porch,LOT 1 BLK 18 OLT 3233 DIV B GLENWOOD ADDN,8/5/15,1/7/16,THURSDAY,2016,2016,Permit Center,Final,7/30/18,7/30/18,7/30/18,1310 CEDAR AVE,EAST AUSTIN,TX,78702,30.27665236,-97.71364177,"(30.27665236, -97.71364177)"
EP,Electrical Permit,2015-152418 EP,Residential,Single Family Houses,New,No,1310 CEDAR AVE,New 2story single family residence to have 3 bedrooms 25 bathrooms attached 1car garage with deck above and a covered front  rear porch,LOT 1 BLK 18 OLT 3233 DIV B GLENWOOD ADDN,8/5/15,2/8/16,MONDAY,2016,2016,Permit Center,Final,3/14/18,3/14/18,3/14/18,1310 CEDAR AVE,EAST AUSTIN,TX,78702,30.27665236,-97.71364177,"(30.27665236, -97.71364177)"
EP,Electrical Permit,2015-152419 EP,Residential,Residential,New,No,1310 CEDAR AVE,New secondary apartment to have 2 bedrooms 2 bathrooms attached 1car carport with deck above and a covered entry porch,LOT 1 BLK 18 OLT 3233 DIV B GLENWOOD ADDN,8/5/15,2/8/16,MONDAY,2016,2016,Permit Center,Final,3/14/18,3/14/18,3/14/18,1310 CEDAR AVE,EAST AUSTIN,TX,78702,30.27665236,-97.71364177,"(30.27665236, -97.71364177)"
MP,Mechanical Permit,2015-152419 MP,Residential,Residential,New,No,1310 CEDAR AVE  SECONDARY,New secondary apartment to have 2 bedrooms 2 bathrooms attached 1car carport with deck above and a covered entry porch,LOT 1 BLK 18 OLT 3233 DIV B GLENWOOD ADDN,8/5/15,9/7/16,WEDNESDAY,2016,2016,Online,Final,7/24/18,7/24/18,7/24/18,1310 CEDAR AVE,EAST AUSTIN,TX,78702,30.27665236,-97.71364177,"(30.27665236, -97.71364177)"
PP,Plumbing Permit,2015-152419 PP,Residential,Residential,New,No,1310 CEDAR AVE  SECONDARY,New secondary apartment to have 2 bedrooms 2 bathrooms attached 1car carport with deck above and a covered entry porch,LOT 1 BLK 18 OLT 3233 DIV B GLENWOOD ADDN,8/5/15,2/12/16,FRIDAY,2016,2016,Permit Center,Final,7/24/18,7/24/18,7/24/18,1310 CEDAR AVE,EAST AUSTIN,TX,78702,30.27665236,-97.71364177,"(30.27665236, -97.71364177)"
BP,Building Permit,2015-152688 BP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 103,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/2/16,TUESDAY,2016,2016,Permit Center,Final,4/25/16,4/25/16,4/25/16,916 SPRINGDALE RD BLDG 4 UNIT 103,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
BP,Building Permit,2015-152689 BP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 104,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/2/16,TUESDAY,2016,2016,Permit Center,Final,4/25/16,4/25/16,4/25/16,916 SPRINGDALE RD BLDG 4 UNIT 104,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
BP,Building Permit,2015-152690 BP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 105,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/2/16,TUESDAY,2016,2016,Permit Center,Final,4/25/16,4/25/16,4/25/16,916 SPRINGDALE RD BLDG 4 UNIT 105,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
BP,Building Permit,2015-152691 BP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 106,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/2/16,TUESDAY,2016,2016,Permit Center,Final,4/25/16,4/25/16,4/25/16,916 SPRINGDALE RD BLDG 4 UNIT 106,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
BP,Building Permit,2015-152692 BP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 107,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/2/16,TUESDAY,2016,2016,Permit Center,Final,4/25/16,4/25/16,4/25/16,916 SPRINGDALE RD BLDG 4 UNIT 107,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
BP,Building Permit,2015-152693 BP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 108,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/2/16,TUESDAY,2016,2016,Permit Center,Final,4/25/16,4/25/16,4/25/16,916 SPRINGDALE RD BLDG 4 UNIT 108,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
BP,Building Permit,2015-152694 BP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 109,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/2/16,TUESDAY,2016,2016,Permit Center,Final,4/25/16,4/25/16,4/25/16,916 SPRINGDALE RD BLDG 4 UNIT 109,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152687 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4,Change of Use and Interior Remodel from Warehouse to AdmnBus OfficeWork to include creating commons awning repair and addition,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,1/6/16,WEDNESDAY,2016,2016,Permit Center,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152688 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 103,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/4/16,THURSDAY,2016,2016,Online,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4 UNIT 103,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
MP,Mechanical Permit,2015-152688 MP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 103,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/8/16,MONDAY,2016,2016,Online,Final,4/18/16,4/18/16,4/18/16,916 SPRINGDALE RD BLDG 4 UNIT 103,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152689 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 104,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/4/16,THURSDAY,2016,2016,Online,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4 UNIT 104,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
MP,Mechanical Permit,2015-152689 MP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 104,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/8/16,MONDAY,2016,2016,Online,Final,4/14/16,4/14/16,4/14/16,916 SPRINGDALE RD BLDG 4 UNIT 104,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152690 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 105,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/4/16,THURSDAY,2016,2016,Online,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4 UNIT 105,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
MP,Mechanical Permit,2015-152690 MP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 105,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/8/16,MONDAY,2016,2016,Online,Final,4/14/16,4/14/16,4/14/16,916 SPRINGDALE RD BLDG 4 UNIT 105,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
PP,Plumbing Permit,2015-152690 PP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 105,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/5/16,FRIDAY,2016,2016,Permit Center,Final,3/16/16,3/16/16,3/16/16,916 SPRINGDALE RD BLDG 4 UNIT 105,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152691 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 106,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/4/16,THURSDAY,2016,2016,Online,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4 UNIT 106,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
MP,Mechanical Permit,2015-152691 MP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 106,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/8/16,MONDAY,2016,2016,Online,Final,4/14/16,4/14/16,4/14/16,916 SPRINGDALE RD BLDG 4 UNIT 106,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
PP,Plumbing Permit,2015-152691 PP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 106,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/5/16,FRIDAY,2016,2016,Permit Center,Final,4/12/16,4/12/16,4/12/16,916 SPRINGDALE RD BLDG 4 UNIT 106,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152692 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 107,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/4/16,THURSDAY,2016,2016,Online,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4 UNIT 107,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
MP,Mechanical Permit,2015-152692 MP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 107,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/9/16,TUESDAY,2016,2016,Online,Final,4/18/16,4/18/16,4/18/16,916 SPRINGDALE RD BLDG 4 UNIT 107,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152693 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 108,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/4/16,THURSDAY,2016,2016,Online,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4 UNIT 108,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
MP,Mechanical Permit,2015-152693 MP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 108,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/9/16,TUESDAY,2016,2016,Online,Final,4/18/16,4/18/16,4/18/16,916 SPRINGDALE RD BLDG 4 UNIT 108,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
EP,Electrical Permit,2015-152694 EP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 109,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/4/16,THURSDAY,2016,2016,Online,Final,4/8/16,4/8/16,4/8/16,916 SPRINGDALE RD BLDG 4 UNIT 109,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
MP,Mechanical Permit,2015-152694 MP,Commercial,Renovations/Remodel,Remodel,No,916 SPRINGDALE RD BLDG 4 UNIT 109,Change of Use and Interior Remodel from Warehouse to AdmnBus Office,3737AC OF LOT 56 OLT 40 DIV A SIEGMUND ADDN,9/30/15,2/9/16,TUESDAY,2016,2016,Online,Final,4/18/16,4/18/16,4/18/16,916 SPRINGDALE RD BLDG 4 UNIT 109,EAST AUSTIN,TX,78702,30.26188353,-97.69811206,"(30.26188353, -97.69811206)"
BP,Building Permit,2015-152971 BP,Residential,Renovations/Remodel,Addition and Remodel,No,5502 STUART CT,part demoAdd new Master BedBath utility room Converting carport to habitable space,LOT 11 BLK A PECAN GROVE,11/13/15,1/7/16,THURSDAY,2016,2016,Permit Center,Withdrawn,9/20/18,7/5/16,9/20/18,5502 STUART CT,EAST AUSTIN,TX,78721,30.26162821,-97.68612685,"(30.26162821, -97.68612685)"
BP,Building Permit,2015-153016 BP,Residential,Renovations/Remodel,Addition and Remodel,No,1503 NEW YORK AVE,Partial demo of roof connected storage back patio Add master suite bedroom 2 bath and office Remodel including new front door and updated bathroom,LOT 25 BLK 910 OLT 57 DIV B PATTERSON J H,11/20/15,4/22/16,FRIDAY,2016,2016,Permit Center,Final,12/6/16,12/6/16,12/6/16,1503 NEW YORK AVE,EAST AUSTIN,TX,78702,30.27200019,-97.72301101,"(30.27200019, -97.72301101)"
EP,Electrical Permit,2015-153016 EP,Residential,Renovations/Remodel,Addition and Remodel,No,1503 NEW YORK AVE,Partial demo of roof connected storage back patio Add master suite bedroom 2 bath and office Remodel including new front door and updated bathroom,LOT 25 BLK 910 OLT 57 DIV B PATTERSON J H,11/20/15,4/27/16,WEDNESDAY,2016,2016,Permit Center,Final,11/4/16,11/4/16,11/4/16,1503 NEW YORK AVE,EAST AUSTIN,TX,78702,30.27200019,-97.72301101,"(30.27200019, -97.72301101)"
MP,Mechanical Permit,2015-153016 MP,Residential,Renovations/Remodel,Addition and Remodel,No,1503 NEW YORK AVE,Partial demo of roof connected storage back patio Add master suite bedroom 2 bath and office Remodel including new front door and updated bathroom,LOT 25 BLK 910 OLT 57 DIV B PATTERSON J H,11/20/15,7/29/16,FRIDAY,2016,2016,Online,Final,12/6/16,12/6/16,12/6/16,1503 NEW YORK AVE,EAST AUSTIN,TX,78702,30.27200019,-97.72301101,"(30.27200019, -97.72301101)"
PP,Plumbing Permit,2015-153016 PP,Residential,Renovations/Remodel,Addition and Remodel,No,1503 NEW YORK AVE,Partial demo of roof connected storage back patio Add master suite bedroom 2 bath and office Remodel including new front door and updated bathroom,LOT 25 BLK 910 OLT 57 DIV B PATTERSON J H,11/20/15,6/6/16,MONDAY,2016,2016,Online,Final,12/6/16,12/6/16,12/6/16,1503 NEW YORK AVE,EAST AUSTIN,TX,78702,30.27200019,-97.72301101,"(30.27200019, -97.72301101)"
MP,Mechanical Permit,2015-153097 MP,Residential,Residential,Change Out,No,1502 CRESTWOOD RD,Replacement of complete existing central heat and air system with or without duct work,LOT 21 BLK E DELWOOD SEC 1,12/28/15,1/8/16,FRIDAY,2016,2016,Online,Final,2/19/16,2/19/16,2/19/16,1502 CRESTWOOD RD,EAST AUSTIN,TX,78722,30.29847432,-97.71098289,"(30.29847432, -97.71098289)"
BP,Building Permit,2015-153461 BP,Residential,Renovations/Remodel,Repair,No,1610 HARVEY ST,replace 4 windows same size,02396 AC OF LOT 4 OLT 28 DIVISION B,12/29/15,1/6/16,WEDNESDAY,2016,2016,Permit Center,Final,5/4/16,5/4/16,5/4/16,1610 HARVEY ST,EAST AUSTIN,TX,78702,30.27984092,-97.70535721,"(30.27984092, -97.70535721)"
BP,Building Permit,2015-153631 BP,Residential,Residential,New,No,5118 HEFLIN LN,New detached secondary apartment with carport,LOT 8 BLK 1 FLOURNOY AND SCHORRE SUBD,12/16/15,1/29/16,FRIDAY,2016,2016,Permit Center,Final,3/5/18,3/5/18,3/5/18,5118 HEFLIN LN,EAST AUSTIN,TX,78721,30.28280249,-97.67665063,"(30.28280249, -97.67665063)"
EP,Electrical Permit,2015-153631 EP,Residential,Residential,New,No,5118 HEFLIN LN,New detached secondary apartment with carport,LOT 8 BLK 1 FLOURNOY AND SCHORRE SUBD,12/16/15,8/24/16,WEDNESDAY,2016,2016,Permit Center,Final,4/24/17,4/24/17,4/24/17,5118 HEFLIN LN,EAST AUSTIN,TX,78721,30.28280249,-97.67665063,"(30.28280249, -97.67665063)"
MP,Mechanical Permit,2015-153631 MP,Residential,Residential,New,No,5118 HEFLIN LN,New detached secondary apartment with carport,LOT 8 BLK 1 FLOURNOY AND SCHORRE SUBD,12/16/15,10/20/16,THURSDAY,2016,2017,Online,Final,2/22/18,2/22/18,2/22/18,5118 HEFLIN LN,EAST AUSTIN,TX,78721,30.28280249,-97.67665063,"(30.28280249, -97.67665063)"
PP,Plumbing Permit,2015-153631 PP,Residential,Residential,New,No,5118 HEFLIN LN,New detached secondary apartment with carport,LOT 8 BLK 1 FLOURNOY AND SCHORRE SUBD,12/16/15,3/18/16,FRIDAY,2016,2016,Permit Center,Final,3/1/18,3/1/18,3/1/18,5118 HEFLIN LN,EAST AUSTIN,TX,78721,30.28280249,-97.67665063,"(30.28280249, -97.67665063)"
EP,Electrical Permit,2015-153660 EP,Residential,Renovations/Remodel,Remodel,No,2110 E 12TH ST,Replace siding and fascia on existing singlefamily residence  retrofit walkin shower  No other changes authorized under this permit install 3smoke detectors and 2carbon monoxide detectors 2dryer breaker and interior electric per GC,S85FT OF E138FT OF LOT 45 BLK 3 OLT 34 DIV B HOFHEINZ RESUB,12/30/15,1/25/16,MONDAY,2016,2016,Permit Center,Final,2/1/16,2/1/16,2/1/16,2110 E 12TH ST,EAST AUSTIN,TX,78702,30.27439181,-97.71715388,"(30.27439181, -97.71715388)"
PP,Plumbing Permit,2015-153660 PP,Residential,Renovations/Remodel,Remodel,No,2110 E 12TH ST,Replace siding and fascia on existing singlefamily residence  retrofit walkin shower  No other changes authorized under this permit,S85FT OF E138FT OF LOT 45 BLK 3 OLT 34 DIV B HOFHEINZ RESUB,12/30/15,1/12/16,TUESDAY,2016,2016,Permit Center,Final,2/4/16,2/4/16,2/4/16,2110 E 12TH ST,EAST AUSTIN,TX,78702,30.27439181,-97.71715388,"(30.27439181, -97.71715388)"
EP,Electrical Permit,2015-153777 EP,Residential,Renovations/Remodel,Remodel,No,4809 LOUIS AVE,Replace roofing on existing singlefamily residence  No other changes authorized under this permit,LOT 5 BLK 12 EASTFIELD,12/30/15,1/4/16,MONDAY,2016,2016,Permit Center,Final,2/1/16,1/28/16,1/28/16,4809 LOUIS AVE,EAST AUSTIN,TX,78721,30.27512854,-97.68593409,"(30.27512854, -97.68593409)"
PP,Plumbing Permit,2015-153777 PP,Residential,Renovations/Remodel,Remodel,No,4809 LOUIS AVE,Replace roofing on existing singlefamily residence  TubtoShower Conversion  Remove old tub replace with new shower base shower valve and tiled surround   No other changes authorized under this permit,LOT 5 BLK 12 EASTFIELD,12/30/15,1/7/16,THURSDAY,2016,2016,Permit Center,Withdrawn,1/27/16,7/24/16,1/27/16,4809 LOUIS AVE,EAST AUSTIN,TX,78721,30.27512854,-97.68593409,"(30.27512854, -97.68593409)"
BP,Building Permit,2015-154153 BP,Residential,Renovations/Remodel,Addition and Remodel,No,111 ATTAYAC ST,Partial demo exterior siding asphalt roof shingle doors windows  Remodel of existing singlestory residential structure  Includes full interior remodel replacing exterior siding and roofing material repairing floor wall and roof structure as required replacing existing unsound foundation and new site flatwork required to access building  Existing legal noncomplying residence in front setback,S 35FT OF LOT 12 BLK 12 OLT 19 DIV O GARY  PECK,11/25/15,1/20/16,WEDNESDAY,2016,2016,Permit Center,Final,8/10/16,8/10/16,8/10/16,111 ATTAYAC ST,EAST AUSTIN,TX,78702,30.26003764,-97.73119491,"(30.26003764, -97.73119491)"
EP,Electrical Permit,2015-154153 EP,Residential,Renovations/Remodel,Addition and Remodel,No,111 ATTAYAC ST,Partial demo exterior siding asphalt roof shingle doors windows  Remodel of existing singlestory residential structure  Includes full interior remodel replacing exterior siding and roofing material repairing floor wall and roof structure as required replacing existing unsound foundation and new site flatwork required to access building  Existing legal noncomplying residence in front setback,S 35FT OF LOT 12 BLK 12 OLT 19 DIV O GARY  PECK,11/25/15,2/11/16,THURSDAY,2016,2016,Permit Center,Final,7/1/16,7/1/16,7/1/16,111 ATTAYAC ST,EAST AUSTIN,TX,78702,30.26003764,-97.73119491,"(30.26003764, -97.73119491)"
MP,Mechanical Permit,2015-154153 MP,Residential,Renovations/Remodel,Addition and Remodel,No,111 ATTAYAC ST,Partial demo exterior siding asphalt roof shingle doors windows  Remodel of existing singlestory residential structure  Includes full interior remodel replacing exterior siding and roofing material repairing floor wall and roof structure as required replacing existing unsound foundation and new site flatwork required to access building  Existing legal noncomplying residence in front setback,S 35FT OF LOT 12 BLK 12 OLT 19 DIV O GARY  PECK,11/25/15,3/31/16,THURSDAY,2016,2016,Permit Center,Final,8/10/16,8/10/16,8/10/16,111 ATTAYAC ST,EAST AUSTIN,TX,78702,30.26003764,-97.73119491,"(30.26003764, -97.73119491)"
